Created as New Dataset;
3622,00;95,26
3620,00;95,24
3618,00;95,22
3616,00;95,21
3614,00;95,20
3612,00;95,20
3610,00;95,20
3608,00;95,20
3606,00;95,21
3604,00;95,22
3602,00;95,23
3600,00;95,24
3598,00;95,24
3596,00;95,24
3594,00;95,23
3592,00;95,22
3590,00;95,20
3588,00;95,18
3586,00;95,16
3584,00;95,14
3582,00;95,12
3580,00;95,10
3578,00;95,09
3576,00;95,08
3574,00;95,07
3572,00;95,06
3570,00;95,06
3568,00;95,06
3566,00;95,06
3564,00;95,06
3562,00;95,06
3560,00;95,06
3558,00;95,05
3556,00;95,05
3554,00;95,04
3552,00;95,03
3550,00;95,02
3548,00;95,01
3546,00;95,00
3544,00;94,99
3542,00;94,98
3540,00;94,97
3538,00;94,97
3536,00;94,96
3534,00;94,95
3532,00;94,95
3530,00;94,95
3528,00;94,94
3526,00;94,95
3524,00;94,95
3522,00;94,96
3520,00;94,98
3518,00;94,99
3516,00;95,00
3514,00;95,01
3512,00;95,02
3510,00;95,03
3508,00;95,04
3506,00;95,05
3504,00;95,06
3502,00;95,07
3500,00;95,07
3498,00;95,08
3496,00;95,09
3494,00;95,10
3492,00;95,10
3490,00;95,12
3488,00;95,13
3486,00;95,14
3484,00;95,16
3482,00;95,18
3480,00;95,19
3478,00;95,21
3476,00;95,23
3474,00;95,24
3472,00;95,26
3470,00;95,27
3468,00;95,28
3466,00;95,29
3464,00;95,30
3462,00;95,30
3460,00;95,31
3458,00;95,31
3456,00;95,31
3454,00;95,30
3452,00;95,30
3450,00;95,29
3448,00;95,28
3446,00;95,26
3444,00;95,25
3442,00;95,23
3440,00;95,22
3438,00;95,20
3436,00;95,18
3434,00;95,16
3432,00;95,14
3430,00;95,12
3428,00;95,10
3426,00;95,08
3424,00;95,06
3422,00;95,04
3420,00;95,03
3418,00;95,01
3416,00;95,00
3414,00;94,99
3412,00;94,98
3410,00;94,97
3408,00;94,96
3406,00;94,96
3404,00;94,95
3402,00;94,95
3400,00;94,94
3398,00;94,94
3396,00;94,94
3394,00;94,94
3392,00;94,93
3390,00;94,93
3388,00;94,93
3386,00;94,92
3384,00;94,92
3382,00;94,91
3380,00;94,91
3378,00;94,91
3376,00;94,91
3374,00;94,91
3372,00;94,91
3370,00;94,90
3368,00;94,90
3366,00;94,90
3364,00;94,90
3362,00;94,91
3360,00;94,91
3358,00;94,91
3356,00;94,91
3354,00;94,91
3352,00;94,91
3350,00;94,91
3348,00;94,91
3346,00;94,91
3344,00;94,91
3342,00;94,91
3340,00;94,91
3338,00;94,91
3336,00;94,92
3334,00;94,92
3332,00;94,92
3330,00;94,92
3328,00;94,92
3326,00;94,93
3324,00;94,93
3322,00;94,93
3320,00;94,93
3318,00;94,94
3316,00;94,94
3314,00;94,94
3312,00;94,95
3310,00;94,95
3308,00;94,95
3306,00;94,95
3304,00;94,95
3302,00;94,95
3300,00;94,95
3298,00;94,95
3296,00;94,95
3294,00;94,94
3292,00;94,94
3290,00;94,94
3288,00;94,94
3286,00;94,93
3284,00;94,93
3282,00;94,93
3280,00;94,92
3278,00;94,92
3276,00;94,92
3274,00;94,92
3272,00;94,91
3270,00;94,91
3268,00;94,91
3266,00;94,91
3264,00;94,91
3262,00;94,90
3260,00;94,90
3258,00;94,90
3256,00;94,90
3254,00;94,90
3252,00;94,90
3250,00;94,90
3248,00;94,91
3246,00;94,91
3244,00;94,91
3242,00;94,91
3240,00;94,91
3238,00;94,91
3236,00;94,92
3234,00;94,92
3232,00;94,92
3230,00;94,92
3228,00;94,92
3226,00;94,92
3224,00;94,92
3222,00;94,92
3220,00;94,93
3218,00;94,93
3216,00;94,93
3214,00;94,93
3212,00;94,94
3210,00;94,94
3208,00;94,94
3206,00;94,95
3204,00;94,95
3202,00;94,95
3200,00;94,96
3198,00;94,96
3196,00;94,97
3194,00;94,97
3192,00;94,98
3190,00;94,98
3188,00;94,99
3186,00;95,00
3184,00;95,01
3182,00;95,02
3180,00;95,03
3178,00;95,04
3176,00;95,05
3174,00;95,06
3172,00;95,07
3170,00;95,08
3168,00;95,09
3166,00;95,09
3164,00;95,10
3162,00;95,11
3160,00;95,12
3158,00;95,13
3156,00;95,14
3154,00;95,15
3152,00;95,15
3150,00;95,16
3148,00;95,18
3146,00;95,19
3144,00;95,20
3142,00;95,21
3140,00;95,23
3138,00;95,24
3136,00;95,25
3134,00;95,27
3132,00;95,28
3130,00;95,30
3128,00;95,32
3126,00;95,34
3124,00;95,36
3122,00;95,38
3120,00;95,40
3118,00;95,42
3116,00;95,44
3114,00;95,46
3112,00;95,48
3110,00;95,51
3108,00;95,53
3106,00;95,56
3104,00;95,58
3102,00;95,61
3100,00;95,63
3098,00;95,66
3096,00;95,68
3094,00;95,71
3092,00;95,74
3090,00;95,77
3088,00;95,79
3086,00;95,82
3084,00;95,85
3082,00;95,88
3080,00;95,90
3078,00;95,93
3076,00;95,95
3074,00;95,98
3072,00;96,00
3070,00;96,03
3068,00;96,05
3066,00;96,08
3064,00;96,10
3062,00;96,13
3060,00;96,17
3058,00;96,20
3056,00;96,25
3054,00;96,29
3052,00;96,34
3050,00;96,40
3048,00;96,45
3046,00;96,52
3044,00;96,58
3042,00;96,65
3040,00;96,72
3038,00;96,80
3036,00;96,87
3034,00;96,94
3032,00;97,01
3030,00;97,08
3028,00;97,14
3026,00;97,19
3024,00;97,25
3022,00;97,29
3020,00;97,33
3018,00;97,35
3016,00;97,38
3014,00;97,39
3012,00;97,40
3010,00;97,40
3008,00;97,40
3006,00;97,39
3004,00;97,38
3002,00;97,37
3000,00;97,36
2998,00;97,35
2996,00;97,34
2994,00;97,34
2992,00;97,33
2990,00;97,34
2988,00;97,34
2986,00;97,35
2984,00;97,36
2982,00;97,38
2980,00;97,39
2978,00;97,41
2976,00;97,42
2974,00;97,44
2972,00;97,45
2970,00;97,46
2968,00;97,46
2966,00;97,46
2964,00;97,46
2962,00;97,45
2960,00;97,44
2958,00;97,43
2956,00;97,42
2954,00;97,40
2952,00;97,39
2950,00;97,37
2948,00;97,35
2946,00;97,34
2944,00;97,32
2942,00;97,30
2940,00;97,28
2938,00;97,25
2936,00;97,23
2934,00;97,20
2932,00;97,17
2930,00;97,14
2928,00;97,11
2926,00;97,07
2924,00;97,04
2922,00;97,00
2920,00;96,96
2918,00;96,92
2916,00;96,88
2914,00;96,84
2912,00;96,80
2910,00;96,77
2908,00;96,73
2906,00;96,70
2904,00;96,67
2902,00;96,65
2900,00;96,62
2898,00;96,60
2896,00;96,59
2894,00;96,57
2892,00;96,56
2890,00;96,55
2888,00;96,54
2886,00;96,54
2884,00;96,54
2882,00;96,54
2880,00;96,54
2878,00;96,54
2876,00;96,54
2874,00;96,55
2872,00;96,55
2870,00;96,56
2868,00;96,56
2866,00;96,57
2864,00;96,57
2862,00;96,57
2860,00;96,58
2858,00;96,58
2856,00;96,58
2854,00;96,58
2852,00;96,59
2850,00;96,59
2848,00;96,59
2846,00;96,59
2844,00;96,59
2842,00;96,59
2840,00;96,59
2838,00;96,59
2836,00;96,58
2834,00;96,58
2832,00;96,58
2830,00;96,58
2828,00;96,58
2826,00;96,58
2824,00;96,58
2822,00;96,58
2820,00;96,58
2818,00;96,59
2816,00;96,59
2814,00;96,59
2812,00;96,60
2810,00;96,60
2808,00;96,60
2806,00;96,61
2804,00;96,61
2802,00;96,62
2800,00;96,62
2798,00;96,62
2796,00;96,63
2794,00;96,63
2792,00;96,63
2790,00;96,63
2788,00;96,63
2786,00;96,63
2784,00;96,64
2782,00;96,64
2780,00;96,64
2778,00;96,64
2776,00;96,64
2774,00;96,64
2772,00;96,64
2770,00;96,64
2768,00;96,65
2766,00;96,65
2764,00;96,65
2762,00;96,65
2760,00;96,65
2758,00;96,65
2756,00;96,66
2754,00;96,66
2752,00;96,66
2750,00;96,66
2748,00;96,67
2746,00;96,67
2744,00;96,67
2742,00;96,68
2740,00;96,68
2738,00;96,68
2736,00;96,69
2734,00;96,69
2732,00;96,69
2730,00;96,70
2728,00;96,70
2726,00;96,70
2724,00;96,71
2722,00;96,71
2720,00;96,71
2718,00;96,72
2716,00;96,72
2714,00;96,72
2712,00;96,73
2710,00;96,73
2708,00;96,73
2706,00;96,73
2704,00;96,74
2702,00;96,74
2700,00;96,74
2698,00;96,74
2696,00;96,75
2694,00;96,75
2692,00;96,75
2690,00;96,75
2688,00;96,76
2686,00;96,76
2684,00;96,76
2682,00;96,76
2680,00;96,76
2678,00;96,77
2676,00;96,77
2674,00;96,77
2672,00;96,77
2670,00;96,77
2668,00;96,78
2666,00;96,78
2664,00;96,78
2662,00;96,78
2660,00;96,78
2658,00;96,78
2656,00;96,79
2654,00;96,79
2652,00;96,79
2650,00;96,79
2648,00;96,79
2646,00;96,79
2644,00;96,80
2642,00;96,80
2640,00;96,80
2638,00;96,81
2636,00;96,81
2634,00;96,81
2632,00;96,82
2630,00;96,82
2628,00;96,82
2626,00;96,83
2624,00;96,83
2622,00;96,84
2620,00;96,84
2618,00;96,84
2616,00;96,85
2614,00;96,86
2612,00;96,86
2610,00;96,87
2608,00;96,87
2606,00;96,88
2604,00;96,89
2602,00;96,90
2600,00;96,90
2598,00;96,91
2596,00;96,92
2594,00;96,93
2592,00;96,94
2590,00;96,94
2588,00;96,95
2586,00;96,96
2584,00;96,97
2582,00;96,97
2580,00;96,98
2578,00;96,98
2576,00;96,99
2574,00;96,99
2572,00;97,00
2570,00;97,00
2568,00;97,01
2566,00;97,01
2564,00;97,01
2562,00;97,01
2560,00;97,01
2558,00;97,02
2556,00;97,02
2554,00;97,02
2552,00;97,02
2550,00;97,02
2548,00;97,02
2546,00;97,02
2544,00;97,02
2542,00;97,03
2540,00;97,03
2538,00;97,03
2536,00;97,03
2534,00;97,04
2532,00;97,04
2530,00;97,04
2528,00;97,05
2526,00;97,05
2524,00;97,05
2522,00;97,06
2520,00;97,06
2518,00;97,07
2516,00;97,07
2514,00;97,08
2512,00;97,08
2510,00;97,09
2508,00;97,09
2506,00;97,10
2504,00;97,10
2502,00;97,11
2500,00;97,11
2498,00;97,12
2496,00;97,12
2494,00;97,13
2492,00;97,13
2490,00;97,13
2488,00;97,14
2486,00;97,14
2484,00;97,15
2482,00;97,15
2480,00;97,16
2478,00;97,16
2476,00;97,17
2474,00;97,17
2472,00;97,18
2470,00;97,18
2468,00;97,19
2466,00;97,19
2464,00;97,20
2462,00;97,20
2460,00;97,21
2458,00;97,21
2456,00;97,22
2454,00;97,22
2452,00;97,23
2450,00;97,23
2448,00;97,24
2446,00;97,24
2444,00;97,25
2442,00;97,25
2440,00;97,26
2438,00;97,27
2436,00;97,27
2434,00;97,28
2432,00;97,28
2430,00;97,29
2428,00;97,29
2426,00;97,30
2424,00;97,30
2422,00;97,31
2420,00;97,31
2418,00;97,32
2416,00;97,32
2414,00;97,33
2412,00;97,33
2410,00;97,34
2408,00;97,34
2406,00;97,35
2404,00;97,35
2402,00;97,36
2400,00;97,36
2398,00;97,36
2396,00;97,36
2394,00;97,36
2392,00;97,36
2390,00;97,36
2388,00;97,35
2386,00;97,35
2384,00;97,34
2382,00;97,34
2380,00;97,33
2378,00;97,32
2376,00;97,31
2374,00;97,30
2372,00;97,29
2370,00;97,29
2368,00;97,30
2366,00;97,30
2364,00;97,32
2362,00;97,33
2360,00;97,35
2358,00;97,36
2356,00;97,37
2354,00;97,38
2352,00;97,39
2350,00;97,39
2348,00;97,39
2346,00;97,40
2344,00;97,40
2342,00;97,40
2340,00;97,41
2338,00;97,41
2336,00;97,42
2334,00;97,42
2332,00;97,42
2330,00;97,43
2328,00;97,43
2326,00;97,43
2324,00;97,43
2322,00;97,44
2320,00;97,44
2318,00;97,44
2316,00;97,44
2314,00;97,45
2312,00;97,45
2310,00;97,45
2308,00;97,46
2306,00;97,46
2304,00;97,46
2302,00;97,47
2300,00;97,47
2298,00;97,47
2296,00;97,48
2294,00;97,48
2292,00;97,48
2290,00;97,48
2288,00;97,48
2286,00;97,48
2284,00;97,48
2282,00;97,48
2280,00;97,48
2278,00;97,48
2276,00;97,48
2274,00;97,48
2272,00;97,49
2270,00;97,49
2268,00;97,49
2266,00;97,50
2264,00;97,50
2262,00;97,51
2260,00;97,51
2258,00;97,51
2256,00;97,52
2254,00;97,52
2252,00;97,53
2250,00;97,53
2248,00;97,53
2246,00;97,53
2244,00;97,53
2242,00;97,54
2240,00;97,54
2238,00;97,54
2236,00;97,53
2234,00;97,53
2232,00;97,53
2230,00;97,53
2228,00;97,53
2226,00;97,53
2224,00;97,52
2222,00;97,52
2220,00;97,52
2218,00;97,52
2216,00;97,52
2214,00;97,52
2212,00;97,52
2210,00;97,52
2208,00;97,52
2206,00;97,52
2204,00;97,52
2202,00;97,53
2200,00;97,53
2198,00;97,53
2196,00;97,53
2194,00;97,53
2192,00;97,53
2190,00;97,54
2188,00;97,54
2186,00;97,54
2184,00;97,54
2182,00;97,54
2180,00;97,54
2178,00;97,54
2176,00;97,55
2174,00;97,55
2172,00;97,55
2170,00;97,56
2168,00;97,57
2166,00;97,58
2164,00;97,59
2162,00;97,60
2160,00;97,62
2158,00;97,63
2156,00;97,65
2154,00;97,66
2152,00;97,68
2150,00;97,69
2148,00;97,70
2146,00;97,71
2144,00;97,71
2142,00;97,72
2140,00;97,72
2138,00;97,72
2136,00;97,71
2134,00;97,71
2132,00;97,71
2130,00;97,70
2128,00;97,69
2126,00;97,68
2124,00;97,68
2122,00;97,67
2120,00;97,66
2118,00;97,65
2116,00;97,64
2114,00;97,63
2112,00;97,62
2110,00;97,61
2108,00;97,60
2106,00;97,59
2104,00;97,58
2102,00;97,58
2100,00;97,57
2098,00;97,56
2096,00;97,56
2094,00;97,55
2092,00;97,55
2090,00;97,54
2088,00;97,54
2086,00;97,53
2084,00;97,53
2082,00;97,52
2080,00;97,52
2078,00;97,52
2076,00;97,51
2074,00;97,51
2072,00;97,51
2070,00;97,51
2068,00;97,51
2066,00;97,51
2064,00;97,51
2062,00;97,51
2060,00;97,52
2058,00;97,52
2056,00;97,53
2054,00;97,53
2052,00;97,54
2050,00;97,54
2048,00;97,55
2046,00;97,56
2044,00;97,56
2042,00;97,57
2040,00;97,57
2038,00;97,58
2036,00;97,58
2034,00;97,59
2032,00;97,60
2030,00;97,61
2028,00;97,61
2026,00;97,62
2024,00;97,62
2022,00;97,63
2020,00;97,63
2018,00;97,63
2016,00;97,63
2014,00;97,63
2012,00;97,63
2010,00;97,62
2008,00;97,62
2006,00;97,62
2004,00;97,62
2002,00;97,62
2000,00;97,62
1998,00;97,62
1996,00;97,62
1994,00;97,62
1992,00;97,63
1990,00;97,63
1988,00;97,64
1986,00;97,64
1984,00;97,64
1982,00;97,65
1980,00;97,65
1978,00;97,66
1976,00;97,66
1974,00;97,66
1972,00;97,67
1970,00;97,67
1968,00;97,68
1966,00;97,68
1964,00;97,69
1962,00;97,69
1960,00;97,69
1958,00;97,69
1956,00;97,70
1954,00;97,70
1952,00;97,70
1950,00;97,69
1948,00;97,69
1946,00;97,69
1944,00;97,68
1942,00;97,68
1940,00;97,68
1938,00;97,67
1936,00;97,67
1934,00;97,67
1932,00;97,67
1930,00;97,66
1928,00;97,66
1926,00;97,66
1924,00;97,66
1922,00;97,65
1920,00;97,65
1918,00;97,65
1916,00;97,65
1914,00;97,65
1912,00;97,65
1910,00;97,66
1908,00;97,66
1906,00;97,67
1904,00;97,67
1902,00;97,68
1900,00;97,68
1898,00;97,69
1896,00;97,69
1894,00;97,69
1892,00;97,69
1890,00;97,69
1888,00;97,68
1886,00;97,68
1884,00;97,67
1882,00;97,67
1880,00;97,66
1878,00;97,66
1876,00;97,66
1874,00;97,66
1872,00;97,66
1870,00;97,67
1868,00;97,67
1866,00;97,67
1864,00;97,68
1862,00;97,68
1860,00;97,68
1858,00;97,68
1856,00;97,68
1854,00;97,68
1852,00;97,68
1850,00;97,67
1848,00;97,67
1846,00;97,67
1844,00;97,67
1842,00;97,68
1840,00;97,69
1838,00;97,71
1836,00;97,73
1834,00;97,75
1832,00;97,78
1830,00;97,80
1828,00;97,83
1826,00;97,87
1824,00;97,90
1822,00;97,94
1820,00;97,98
1818,00;98,02
1816,00;98,06
1814,00;98,11
1812,00;98,17
1810,00;98,23
1808,00;98,30
1806,00;98,38
1804,00;98,46
1802,00;98,56
1800,00;98,67
1798,00;98,79
1796,00;98,93
1794,00;99,08
1792,00;99,25
1790,00;99,45
1788,00;99,67
1786,00;99,92
1784,00;100,20
1782,00;100,51
1780,00;100,86
1778,00;101,24
1776,00;101,66
1774,00;102,12
1772,00;102,62
1770,00;103,14
1768,00;103,70
1766,00;104,28
1764,00;104,89
1762,00;105,52
1760,00;106,15
1758,00;106,79
1756,00;107,42
1754,00;108,02
1752,00;108,60
1750,00;109,13
1748,00;109,61
1746,00;110,01
1744,00;110,33
1742,00;110,56
1740,00;110,69
1738,00;110,71
1736,00;110,63
1734,00;110,45
1732,00;110,17
1730,00;109,79
1728,00;109,34
1726,00;108,81
1724,00;108,22
1722,00;107,57
1720,00;106,89
1718,00;106,18
1716,00;105,45
1714,00;104,71
1712,00;103,98
1710,00;103,26
1708,00;102,56
1706,00;101,89
1704,00;101,27
1702,00;100,70
1700,00;100,18
1698,00;99,71
1696,00;99,30
1694,00;98,95
1692,00;98,65
1690,00;98,39
1688,00;98,17
1686,00;97,98
1684,00;97,81
1682,00;97,67
1680,00;97,53
1678,00;97,41
1676,00;97,29
1674,00;97,17
1672,00;97,06
1670,00;96,95
1668,00;96,85
1666,00;96,76
1664,00;96,68
1662,00;96,61
1660,00;96,56
1658,00;96,52
1656,00;96,50
1654,00;96,49
1652,00;96,49
1650,00;96,49
1648,00;96,51
1646,00;96,53
1644,00;96,54
1642,00;96,56
1640,00;96,58
1638,00;96,59
1636,00;96,59
1634,00;96,59
1632,00;96,59
1630,00;96,59
1628,00;96,59
1626,00;96,60
1624,00;96,61
1622,00;96,62
1620,00;96,64
1618,00;96,67
1616,00;96,70
1614,00;96,73
1612,00;96,77
1610,00;96,80
1608,00;96,82
1606,00;96,85
1604,00;96,87
1602,00;96,88
1600,00;96,88
1598,00;96,88
1596,00;96,88
1594,00;96,88
1592,00;96,87
1590,00;96,88
1588,00;96,88
1586,00;96,89
1584,00;96,91
1582,00;96,93
1580,00;96,96
1578,00;96,99
1576,00;97,02
1574,00;97,06
1572,00;97,10
1570,00;97,13
1568,00;97,16
1566,00;97,19
1564,00;97,21
1562,00;97,23
1560,00;97,25
1558,00;97,26
1556,00;97,27
1554,00;97,28
1552,00;97,29
1550,00;97,30
1548,00;97,32
1546,00;97,33
1544,00;97,36
1542,00;97,38
1540,00;97,42
1538,00;97,45
1536,00;97,49
1534,00;97,53
1532,00;97,56
1530,00;97,60
1528,00;97,63
1526,00;97,66
1524,00;97,69
1522,00;97,71
1520,00;97,73
1518,00;97,75
1516,00;97,76
1514,00;97,78
1512,00;97,79
1510,00;97,81
1508,00;97,83
1506,00;97,86
1504,00;97,88
1502,00;97,91
1500,00;97,95
1498,00;97,98
1496,00;98,01
1494,00;98,04
1492,00;98,08
1490,00;98,10
1488,00;98,13
1486,00;98,16
1484,00;98,18
1482,00;98,20
1480,00;98,23
1478,00;98,25
1476,00;98,28
1474,00;98,31
1472,00;98,35
1470,00;98,40
1468,00;98,45
1466,00;98,51
1464,00;98,58
1462,00;98,65
1460,00;98,72
1458,00;98,79
1456,00;98,86
1454,00;98,91
1452,00;98,96
1450,00;99,00
1448,00;99,03
1446,00;99,05
1444,00;99,06
1442,00;99,06
1440,00;99,06
1438,00;99,05
1436,00;99,03
1434,00;99,01
1432,00;98,98
1430,00;98,95
1428,00;98,92
1426,00;98,89
1424,00;98,86
1422,00;98,83
1420,00;98,80
1418,00;98,78
1416,00;98,76
1414,00;98,76
1412,00;98,77
1410,00;98,80
1408,00;98,85
1406,00;98,94
1404,00;99,05
1402,00;99,21
1400,00;99,40
1398,00;99,64
1396,00;99,93
1394,00;100,25
1392,00;100,61
1390,00;101,00
1388,00;101,42
1386,00;101,85
1384,00;102,29
1382,00;102,72
1380,00;103,14
1378,00;103,52
1376,00;103,87
1374,00;104,17
1372,00;104,41
1370,00;104,58
1368,00;104,69
1366,00;104,72
1364,00;104,69
1362,00;104,58
1360,00;104,41
1358,00;104,18
1356,00;103,90
1354,00;103,57
1352,00;103,21
1350,00;102,83
1348,00;102,42
1346,00;102,01
1344,00;101,59
1342,00;101,19
1340,00;100,79
1338,00;100,41
1336,00;100,05
1334,00;99,72
1332,00;99,42
1330,00;99,15
1328,00;98,90
1326,00;98,69
1324,00;98,51
1322,00;98,35
1320,00;98,22
1318,00;98,11
1316,00;98,02
1314,00;97,95
1312,00;97,89
1310,00;97,84
1308,00;97,80
1306,00;97,76
1304,00;97,73
1302,00;97,70
1300,00;97,67
1298,00;97,65
1296,00;97,62
1294,00;97,60
1292,00;97,57
1290,00;97,55
1288,00;97,53
1286,00;97,51
1284,00;97,50
1282,00;97,48
1280,00;97,47
1278,00;97,46
1276,00;97,45
1274,00;97,44
1272,00;97,44
1270,00;97,44
1268,00;97,46
1266,00;97,49
1264,00;97,53
1262,00;97,59
1260,00;97,68
1258,00;97,80
1256,00;97,95
1254,00;98,13
1252,00;98,36
1250,00;98,63
1248,00;98,93
1246,00;99,28
1244,00;99,66
1242,00;100,07
1240,00;100,50
1238,00;100,95
1236,00;101,41
1234,00;101,86
1232,00;102,30
1230,00;102,70
1228,00;103,07
1226,00;103,38
1224,00;103,62
1222,00;103,79
1220,00;103,89
1218,00;103,90
1216,00;103,82
1214,00;103,66
1212,00;103,42
1210,00;103,10
1208,00;102,70
1206,00;102,25
1204,00;101,74
1202,00;101,18
1200,00;100,59
1198,00;99,98
1196,00;99,35
1194,00;98,72
1192,00;98,09
1190,00;97,47
1188,00;96,87
1186,00;96,29
1184,00;95,75
1182,00;95,23
1180,00;94,75
1178,00;94,30
1176,00;93,89
1174,00;93,51
1172,00;93,16
1170,00;92,85
1168,00;92,56
1166,00;92,29
1164,00;92,05
1162,00;91,82
1160,00;91,60
1158,00;91,39
1156,00;91,19
1154,00;90,98
1152,00;90,77
1150,00;90,55
1148,00;90,33
1146,00;90,09
1144,00;89,84
1142,00;89,59
1140,00;89,32
1138,00;89,04
1136,00;88,75
1134,00;88,46
1132,00;88,15
1130,00;87,84
1128,00;87,53
1126,00;87,21
1124,00;86,89
1122,00;86,57
1120,00;86,25
1118,00;85,94
1116,00;85,63
1114,00;85,33
1112,00;85,05
1110,00;84,78
1108,00;84,52
1106,00;84,28
1104,00;84,06
1102,00;83,85
1100,00;83,66
1098,00;83,48
1096,00;83,31
1094,00;83,15
1092,00;82,99
1090,00;82,83
1088,00;82,66
1086,00;82,49
1084,00;82,30
1082,00;82,10
1080,00;81,87
1078,00;81,63
1076,00;81,35
1074,00;81,05
1072,00;80,71
1070,00;80,34
1068,00;79,94
1066,00;79,50
1064,00;79,03
1062,00;78,53
1060,00;78,00
1058,00;77,43
1056,00;76,85
1054,00;76,25
1052,00;75,65
1050,00;75,04
1048,00;74,44
1046,00;73,85
1044,00;73,29
1042,00;72,76
1040,00;72,26
1038,00;71,80
1036,00;71,38
1034,00;71,00
1032,00;70,67
1030,00;70,37
1028,00;70,11
1026,00;69,89
1024,00;69,71
1022,00;69,55
1020,00;69,43
1018,00;69,34
1016,00;69,29
1014,00;69,26
1012,00;69,28
1010,00;69,33
1008,00;69,42
1006,00;69,55
1004,00;69,72
1002,00;69,94
1000,00;70,20
998,00;70,50
996,00;70,84
994,00;71,22
992,00;71,63
990,00;72,06
988,00;72,52
986,00;73,00
984,00;73,49
982,00;73,99
980,00;74,49
978,00;74,98
976,00;75,48
974,00;75,96
972,00;76,44
970,00;76,89
968,00;77,34
966,00;77,76
964,00;78,15
962,00;78,53
960,00;78,88
958,00;79,19
956,00;79,49
954,00;79,75
952,00;79,98
950,00;80,18
948,00;80,35
946,00;80,50
944,00;80,61
942,00;80,70
940,00;80,77
938,00;80,81
936,00;80,83
934,00;80,84
932,00;80,83
930,00;80,82
928,00;80,80
926,00;80,78
924,00;80,77
922,00;80,76
920,00;80,77
918,00;80,80
916,00;80,85
914,00;80,93
912,00;81,04
910,00;81,18
908,00;81,36
906,00;81,57
904,00;81,81
902,00;82,09
900,00;82,38
898,00;82,70
896,00;83,04
894,00;83,38
892,00;83,73
890,00;84,08
888,00;84,43
886,00;84,77
