Created as New Dataset;
cm-1;%T
2274,00;99,14
2272,00;99,15
2270,00;99,15
2268,00;99,15
2266,00;99,15
2264,00;99,16
2262,00;99,16
2260,00;99,16
2258,00;99,16
2256,00;99,16
2254,00;99,17
2252,00;99,17
2250,00;99,17
2248,00;99,17
2246,00;99,17
2244,00;99,17
2242,00;99,17
2240,00;99,17
2238,00;99,17
2236,00;99,17
2234,00;99,17
2232,00;99,17
2230,00;99,17
2228,00;99,17
2226,00;99,17
2224,00;99,16
2222,00;99,16
2220,00;99,16
2218,00;99,16
2216,00;99,16
2214,00;99,16
2212,00;99,16
2210,00;99,16
2208,00;99,16
2206,00;99,16
2204,00;99,16
2202,00;99,16
2200,00;99,16
2198,00;99,16
2196,00;99,16
2194,00;99,16
2192,00;99,17
2190,00;99,17
2188,00;99,17
2186,00;99,17
2184,00;99,17
2182,00;99,17
2180,00;99,17
2178,00;99,17
2176,00;99,17
2174,00;99,17
2172,00;99,18
2170,00;99,18
2168,00;99,18
2166,00;99,19
2164,00;99,20
2162,00;99,20
2160,00;99,21
2158,00;99,22
2156,00;99,24
2154,00;99,25
2152,00;99,26
2150,00;99,27
2148,00;99,28
2146,00;99,28
2144,00;99,29
2142,00;99,29
2140,00;99,29
2138,00;99,29
2136,00;99,29
2134,00;99,29
2132,00;99,28
2130,00;99,28
2128,00;99,27
2126,00;99,27
2124,00;99,26
2122,00;99,26
2120,00;99,25
2118,00;99,25
2116,00;99,24
2114,00;99,24
2112,00;99,24
2110,00;99,23
2108,00;99,23
2106,00;99,23
2104,00;99,22
2102,00;99,22
2100,00;99,22
2098,00;99,21
2096,00;99,21
2094,00;99,21
2092,00;99,20
2090,00;99,20
2088,00;99,20
2086,00;99,20
2084,00;99,19
2082,00;99,19
2080,00;99,18
2078,00;99,18
2076,00;99,18
2074,00;99,17
2072,00;99,17
2070,00;99,17
2068,00;99,16
2066,00;99,16
2064,00;99,16
2062,00;99,16
2060,00;99,16
2058,00;99,16
2056,00;99,16
2054,00;99,16
2052,00;99,16
2050,00;99,16
2048,00;99,17
2046,00;99,17
2044,00;99,17
2042,00;99,17
2040,00;99,18
2038,00;99,18
2036,00;99,18
2034,00;99,19
2032,00;99,19
2030,00;99,19
2028,00;99,20
2026,00;99,20
2024,00;99,21
2022,00;99,21
2020,00;99,21
2018,00;99,21
2016,00;99,22
2014,00;99,21
2012,00;99,21
2010,00;99,21
2008,00;99,21
2006,00;99,20
2004,00;99,20
2002,00;99,20
2000,00;99,20
1998,00;99,19
1996,00;99,19
1994,00;99,19
1992,00;99,19
1990,00;99,19
1988,00;99,19
1986,00;99,19
1984,00;99,20
1982,00;99,20
1980,00;99,20
1978,00;99,20
1976,00;99,20
1974,00;99,21
1972,00;99,21
1970,00;99,21
1968,00;99,22
1966,00;99,22
1964,00;99,23
1962,00;99,23
1960,00;99,23
1958,00;99,24
1956,00;99,24
1954,00;99,24
1952,00;99,24
1950,00;99,24
1948,00;99,23
1946,00;99,23
1944,00;99,23
1942,00;99,23
1940,00;99,22
1938,00;99,22
1936,00;99,22
1934,00;99,22
1932,00;99,22
1930,00;99,22
1928,00;99,21
1926,00;99,21
1924,00;99,21
1922,00;99,21
1920,00;99,21
1918,00;99,20
1916,00;99,20
1914,00;99,20
1912,00;99,20
1910,00;99,19
1908,00;99,19
1906,00;99,19
1904,00;99,18
1902,00;99,18
1900,00;99,18
1898,00;99,18
1896,00;99,18
1894,00;99,18
1892,00;99,18
1890,00;99,18
1888,00;99,18
1886,00;99,19
1884,00;99,19
1882,00;99,19
1880,00;99,19
1878,00;99,18
1876,00;99,18
1874,00;99,18
1872,00;99,18
1870,00;99,18
1868,00;99,18
1866,00;99,18
1864,00;99,18
1862,00;99,18
1860,00;99,18
1858,00;99,18
1856,00;99,18
1854,00;99,18
1852,00;99,18
1850,00;99,19
